DATE,TIME,HOME TEAM,AWAY TEAM,HOME PER,DRAW PER,AWAY PER,UNDER 2.5,OVER 2.5,BTS,OTS,NAME,1X,12,X2,OVER 1.5
2026-2-18,17:00,RCA Zemamra , Berkane,28,36,36,53,47,44,56,PREMA,64.0,64.0,72.0,59
2026-2-18,17:00,Spartak Trnava , Slovan Brat.,33,31,36,46,54,58,42,PREMA,64.0,69.0,67.0,73
2026-2-18,17:00,Manisa , Bandirmaspor,42,27,31,50,50,50,50,PREMA,69.0,73.0,58.0,65
2026-2-18,17:30,Floriana , Marsaxlokk,53,7,40,39,61,53,47,PREMA,60.0,93.0,47.0,68
2026-2-18,17:30,Hibernians , Hamrun Spartans,23,34,43,50,50,42,58,PREMA,57.0,66.0,77.0,57
2026-2-18,17:30,Orlando Pirates , Mamelodi Sund.,42,25,33,76,24,31,69,PREMA,67.0,75.0,58.0,46
2026-2-18,17:30,Siwelele , Kaizer Chiefs,29,34,37,68,32,40,60,PREMA,63.0,66.0,71.0,55
2026-2-18,17:30,Stellenbosch , Magesi,51,25,24,72,28,37,63,PREMA,76.0,75.0,49.0,52
2026-2-18,17:45,Qarabag , Newcastle Utd,23,32,45,41,59,51,49,PREMA,55.0,68.0,77.0,66
2026-2-18,18:00,Winterthur , St. Gallen,15,26,59,27,73,66,34,PREMA,41.0,74.0,85.0,81
2026-2-18,18:15,Al, Sepahan,30,33,37,55,45,50,50,PREMA,63.0,67.0,70.0,65
2026-2-18,19:00,Levante , Villarreal,18,26,56,49,51,52,48,PREMA,44.0,74.0,82.0,67
2026-2-18,19:30,Catania , Trapani,56,23,21,60,40,44,56,PREMA,79.0,77.0,44.0,59
2026-2-18,19:45,Wigan Athletic , Luton Town,28,21,51,55,45,47,53,PREMA,49.0,79.0,72.0,62
2026-2-18,19:45,Grimsby Town , Walsall,39,25,36,58,42,48,52,PREMA,64.0,75.0,61.0,63
2026-2-18,19:45,Milan , Como,43,30,27,54,46,46,54,PREMA,73.0,70.0,57.0,61
2026-2-18,19:45,Aberdeen , Motherwell,30,32,38,52,48,53,47,PREMA,62.0,68.0,70.0,68
2026-2-18,20:00,Bodo Glimt , Inter,27,32,41,38,62,61,39,PREMA,59.0,68.0,73.0,76
2026-2-18,20:00,Club Brugge , Atletico Madrid,29,32,39,46,54,56,44,PREMA,61.0,68.0,71.0,71
2026-2-18,20:00,Olympiacos , Bayer Leverkusen,35,31,34,52,48,54,46,PREMA,66.0,69.0,65.0,69
2026-2-18,20:00,Wolverhampton , Arsenal,9,24,67,52,48,48,52,PREMA,33.0,76.0,91.0,63
2026-2-18,20:00,Mosta , Tarxien Rainbows,40,26,34,45,55,42,58,PREMA,66.0,74.0,60.0,57
2026-2-18,21:00,Coban Imperial , Municipal,34,33,33,47,53,68,32,PREMA,67.0,67.0,66.0,83
2026-2-18,21:00,ART Mun. Jalapa , Rancho Santana,39,34,27,49,51,46,54,PREMA,73.0,66.0,61.0,61
2026-2-18,21:15,Platense Zac. , Fuerte SF,51,18,31,61,39,47,53,PREMA,69.0,82.0,49.0,62
2026-2-18,22:00,O'Higgins , Bahia BA,29,32,39,53,47,51,49,PREMA,61.0,68.0,71.0,66
2026-2-18,22:00,Hercules Salvador , Cacahuatique,29,23,48,51,49,71,29,PREMA,52.0,77.0,71.0,86
2026-2-18,23:00,Aguia de Maraba PA , Remo PA,26,33,41,61,39,41,59,PREMA,59.0,67.0,74.0,56
2026-2-18,23:00,CRB AL , CSA AL,38,34,28,63,37,43,57,PREMA,72.0,66.0,62.0,58
2026-2-18,23:00,Walter Ferretti , Matagalpa,33,39,28,68,32,41,59,PREMA,72.0,61.0,67.0,56
